job_id,asset_id,section_id,department,job_type,criticality,condition_score,age_days,days_since_last_maint,dept_code,safety_code,section_speed,section_length,is_statutory,latent_degradation_factor,true_priority,true_duration_p50,true_duration_p90,cost_of_waiting
HIST-JOB-00394,AST-ENG-0298,SEC-ALJN-CNB-UP,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.255,1949,340,0,2,130,302.0,1,1.15,0.839,55,96,7.29
HIST-JOB-00395,AST-S_A-0169,SEC-GZB-ALJN-UP,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.978,1020,61,2,0,140,106.0,1,0.767,0.331,47,69,1.37
HIST-JOB-00396,AST-TRD-0161,SEC-ALJN-CNB-DN,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.456,684,299,1,1,130,302.0,0,1.093,0.624,47,70,4.28
HIST-JOB-00397,AST-TRD-0184,SEC-NDLS-GZB-DN,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.685,1193,194,1,1,130,25.5,0,0.916,0.541,46,69,3.31
HIST-JOB-00398,AST-TRD-0101,SEC-GZB-ALJN-DN,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.801,505,99,1,1,140,106.0,0,1.304,0.43,46,87,2.19
HIST-JOB-00399,AST-TRD-0109,SEC-ALJN-CNB-DN,TRD,CANTILEVER_ADJUSTMENT,3,0.967,368,19,1,1,130,302.0,0,1.075,0.285,55,77,1.04
HIST-JOB-00400,AST-ENG-0201,SEC-ALJN-CNB-UP,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.664,1127,288,0,2,130,302.0,0,0.714,0.579,56,101,3.74
HIST-JOB-00401,AST-TRD-0085,SEC-ALJN-CNB-UP,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.587,1963,266,1,1,130,302.0,0,0.978,0.538,39,74,3.28
HIST-JOB-00402,AST-ENG-0248,SEC-GZB-ALJN-DN,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.844,712,101,0,0,140,106.0,0,0.984,0.318,26,63,1.27
HIST-JOB-00403,AST-S_A-0241,SEC-NDLS-GZB-UP,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.766,317,145,2,2,130,25.5,1,1.056,0.534,53,82,3.23
HIST-JOB-00404,AST-S_A-0135,SEC-NDLS-GZB-UP,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.577,223,342,2,0,130,25.5,0,1.054,0.536,25,58,3.25
HIST-JOB-00405,AST-ENG-0177,SEC-GZB-ALJN-DN,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.536,378,274,0,0,140,106.0,0,0.864,0.678,84,121,4.97
HIST-JOB-00406,AST-S_A-0144,SEC-GZB-ALJN-DN,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.41,87,266,2,0,140,106.0,0,1.6,0.652,48,75,4.63
HIST-JOB-00407,AST-TRD-0246,SEC-NDLS-GZB-DN,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.341,544,348,1,1,130,25.5,1,1.092,0.802,67,106,6.72
HIST-JOB-00408,AST-S_A-0083,SEC-NDLS-GZB-DN,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.28,720,341,2,0,130,25.5,1,1.453,0.746,50,73,5.9
HIST-JOB-00409,AST-ENG-0289,SEC-ALJN-CNB-DN,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.972,661,38,0,0,130,302.0,0,0.5,0.291,34,59,1.08
HIST-JOB-00410,AST-ENG-0113,SEC-ALJN-CNB-DN,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.896,1221,53,0,0,130,302.0,0,1.489,0.422,52,65,2.12
HIST-JOB-00411,AST-S_A-0036,SEC-ALJN-CNB-UP,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.461,804,329,2,2,130,302.0,0,1.206,0.631,32,54,4.37
HIST-JOB-00412,AST-TRD-0215,SEC-GZB-ALJN-DN,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.927,1638,77,1,1,140,106.0,0,0.835,0.377,48,76,1.73
HIST-JOB-00413,AST-ENG-0277,SEC-ALJN-CNB-UP,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.645,219,282,0,0,130,302.0,0,1.234,0.438,26,59,2.26
HIST-JOB-00414,AST-ENG-0247,SEC-ALJN-CNB-DN,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.525,1827,277,0,0,130,302.0,0,0.997,0.634,50,67,4.4
HIST-JOB-00415,AST-S_A-0279,SEC-GZB-ALJN-UP,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.695,460,227,2,2,140,106.0,0,0.652,0.606,29,54,4.06
HIST-JOB-00416,AST-S_A-0004,SEC-GZB-ALJN-UP,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.961,834,12,2,2,140,106.0,0,1.212,0.292,25,56,1.09
HIST-JOB-00417,AST-S_A-0217,SEC-ALJN-CNB-DN,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.669,1734,195,2,2,130,302.0,0,1.125,0.623,35,62,4.27
HIST-JOB-00418,AST-S_A-0092,SEC-ALJN-CNB-UP,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.218,1188,358,2,2,130,302.0,1,1.164,0.881,59,85,7.96
HIST-JOB-00419,AST-S_A-0118,SEC-ALJN-CNB-UP,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.533,1316,305,2,2,130,302.0,0,0.82,0.654,45,93,4.66
HIST-JOB-00420,AST-S_A-0027,SEC-ALJN-CNB-DN,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.92,722,61,2,0,130,302.0,0,1.324,0.318,34,54,1.27
HIST-JOB-00421,AST-ENG-0190,SEC-GZB-ALJN-DN,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.842,433,84,0,0,140,106.0,1,1.025,0.455,80,117,2.42
HIST-JOB-00422,AST-ENG-0030,SEC-ALJN-CNB-UP,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.718,214,206,0,3,130,302.0,0,1.06,0.476,91,147,2.63
HIST-JOB-00423,AST-ENG-0087,SEC-ALJN-CNB-DN,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.726,2182,156,0,0,130,302.0,0,0.963,0.582,79,129,3.77
HIST-JOB-00424,AST-ENG-0203,SEC-GZB-ALJN-UP,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.134,1039,345,0,2,140,106.0,1,1.412,0.92,64,101,8.61
HIST-JOB-00425,AST-S_A-0178,SEC-ALJN-CNB-UP,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.903,341,56,2,2,130,302.0,0,1.014,0.412,45,56,2.03
HIST-JOB-00426,AST-TRD-0055,SEC-NDLS-GZB-DN,TRD,CANTILEVER_ADJUSTMENT,3,0.815,856,242,1,1,130,25.5,0,0.877,0.334,50,81,1.39
HIST-JOB-00427,AST-ENG-0289,SEC-ALJN-CNB-UP,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.921,2162,141,0,3,130,302.0,0,0.834,0.407,96,137,1.98
HIST-JOB-00428,AST-S_A-0133,SEC-NDLS-GZB-DN,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.723,1451,244,2,0,130,25.5,0,0.678,0.428,47,58,2.17
HIST-JOB-00429,AST-ENG-0148,SEC-GZB-ALJN-DN,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.779,1001,171,0,3,140,106.0,0,0.5,0.429,90,132,2.18
HIST-JOB-00430,AST-ENG-0138,SEC-GZB-ALJN-DN,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.898,1460,48,0,3,140,106.0,0,1.122,0.375,88,143,1.71
HIST-JOB-00431,AST-ENG-0128,SEC-ALJN-CNB-DN,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.761,2103,112,0,0,130,302.0,0,0.776,0.546,79,116,3.36
HIST-JOB-00432,AST-S_A-0278,SEC-NDLS-GZB-DN,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.899,496,71,2,2,130,25.5,0,1.185,0.439,61,71,2.27
HIST-JOB-00433,AST-ENG-0296,SEC-GZB-ALJN-DN,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.62,1185,261,0,2,140,106.0,0,0.85,0.649,64,97,4.59
HIST-JOB-00434,AST-ENG-0062,SEC-NDLS-GZB-UP,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.623,1793,254,0,0,130,25.5,0,1.388,0.463,27,54,2.5
HIST-JOB-00435,AST-S_A-0281,SEC-GZB-ALJN-UP,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.774,923,204,2,0,140,106.0,0,0.986,0.352,25,40,1.53
HIST-JOB-00436,AST-TRD-0215,SEC-NDLS-GZB-DN,TRD,CANTILEVER_ADJUSTMENT,3,0.79,1163,251,1,1,130,25.5,1,0.892,0.359,50,71,1.58
HIST-JOB-00437,AST-S_A-0139,SEC-GZB-ALJN-UP,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.355,796,302,2,2,140,106.0,1,1.123,0.814,45,93,6.9
HIST-JOB-00438,AST-TRD-0091,SEC-ALJN-CNB-UP,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.652,1830,205,1,1,130,302.0,0,1.24,0.58,47,57,3.75
HIST-JOB-00439,AST-S_A-0025,SEC-GZB-ALJN-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.505,2177,283,2,2,140,106.0,0,1.351,0.607,39,58,4.07
HIST-JOB-00440,AST-S_A-0172,SEC-NDLS-GZB-UP,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.965,729,40,2,2,130,25.5,0,0.569,0.443,30,59,2.31
HIST-JOB-00441,AST-TRD-0296,SEC-GZB-ALJN-UP,TRD,CANTILEVER_ADJUSTMENT,3,0.877,1115,186,1,1,140,106.0,0,0.796,0.329,56,71,1.35
HIST-JOB-00442,AST-ENG-0147,SEC-GZB-ALJN-UP,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.652,1514,176,0,0,140,106.0,0,1.016,0.578,74,122,3.73
HIST-JOB-00443,AST-S_A-0083,SEC-ALJN-CNB-DN,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.612,1441,225,2,0,130,302.0,0,1.485,0.446,20,37,2.34
HIST-JOB-00444,AST-TRD-0228,SEC-NDLS-GZB-DN,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.773,1344,172,1,1,130,25.5,0,0.761,0.417,59,83,2.07
HIST-JOB-00445,AST-S_A-0041,SEC-ALJN-CNB-DN,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.859,1755,95,2,2,130,302.0,0,0.5,0.487,50,93,2.74
HIST-JOB-00446,AST-TRD-0204,SEC-NDLS-GZB-DN,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.959,1686,62,1,1,130,25.5,0,1.049,0.464,53,85,2.51
HIST-JOB-00447,AST-ENG-0270,SEC-NDLS-GZB-UP,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.78,1656,168,0,3,130,25.5,0,0.989,0.458,86,129,2.45
HIST-JOB-00448,AST-ENG-0140,SEC-NDLS-GZB-UP,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.12,203,349,0,0,130,25.5,1,1.406,0.98,86,127,9.64
HIST-JOB-00449,AST-S_A-0269,SEC-NDLS-GZB-DN,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.517,785,312,2,0,130,25.5,0,1.38,0.495,35,48,2.82
HIST-JOB-00450,AST-TRD-0080,SEC-GZB-ALJN-UP,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.669,2032,286,1,1,140,106.0,0,0.797,0.531,55,78,3.2
HIST-JOB-00451,AST-TRD-0154,SEC-NDLS-GZB-UP,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.603,618,186,1,1,130,25.5,0,1.46,0.55,57,85,3.41
HIST-JOB-00452,AST-ENG-0224,SEC-GZB-ALJN-DN,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.402,1259,315,0,0,140,106.0,0,1.301,0.682,50,77,5.02
HIST-JOB-00453,AST-S_A-0140,SEC-NDLS-GZB-DN,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.607,1656,203,2,2,130,25.5,0,1.212,0.638,43,64,4.45
HIST-JOB-00454,AST-TRD-0234,SEC-ALJN-CNB-DN,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.651,1161,221,1,1,130,302.0,1,1.1,0.54,45,90,3.3
HIST-JOB-00455,AST-S_A-0138,SEC-GZB-ALJN-UP,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.937,1373,19,2,0,140,106.0,1,0.911,0.324,20,44,1.32
HIST-JOB-00456,AST-ENG-0160,SEC-ALJN-CNB-DN,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.979,1855,14,0,0,130,302.0,0,1.54,0.27,32,53,0.95
HIST-JOB-00457,AST-S_A-0279,SEC-GZB-ALJN-UP,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.974,1412,51,2,0,140,106.0,1,0.569,0.377,44,57,1.73
HIST-JOB-00458,AST-S_A-0227,SEC-NDLS-GZB-DN,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.93,847,138,2,0,130,25.5,1,0.5,0.311,39,67,1.22
HIST-JOB-00459,AST-TRD-0082,SEC-ALJN-CNB-DN,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.529,444,276,1,1,130,302.0,0,1.167,0.592,41,65,3.89
HIST-JOB-00460,AST-ENG-0112,SEC-ALJN-CNB-DN,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.887,2193,72,0,2,130,302.0,1,0.852,0.511,53,111,2.99
HIST-JOB-00461,AST-ENG-0244,SEC-NDLS-GZB-DN,ENGINEERING,BALLAST_CLEANING_BCM,3,0.833,745,151,0,3,130,25.5,0,0.851,0.314,103,163,1.24
HIST-JOB-00462,AST-ENG-0031,SEC-GZB-ALJN-UP,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.879,426,137,0,0,140,106.0,0,0.873,0.324,42,52,1.32
HIST-JOB-00463,AST-S_A-0225,SEC-ALJN-CNB-DN,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.882,499,74,2,2,130,302.0,0,1.176,0.445,62,81,2.33
HIST-JOB-00464,AST-TRD-0151,SEC-NDLS-GZB-UP,TRD,OHE_CONTACT_WIRE_INSPECTION,5,0.637,1607,193,1,1,130,25.5,1,1.017,0.595,66,102,3.93
HIST-JOB-00465,AST-S_A-0036,SEC-NDLS-GZB-DN,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.72,1385,249,2,0,130,25.5,0,0.714,0.479,49,60,2.66
HIST-JOB-00466,AST-ENG-0095,SEC-GZB-ALJN-DN,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.726,1271,144,0,0,140,106.0,0,1.466,0.396,38,52,1.89
HIST-JOB-00467,AST-ENG-0269,SEC-ALJN-CNB-UP,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.623,1038,174,0,0,130,302.0,0,1.269,0.538,49,66,3.28
HIST-JOB-00468,AST-S_A-0035,SEC-ALJN-CNB-UP,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.69,691,323,2,0,130,302.0,0,0.64,0.536,35,71,3.25
HIST-JOB-00469,AST-ENG-0251,SEC-NDLS-GZB-DN,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.525,498,258,0,2,130,25.5,0,1.027,0.688,64,111,5.1
HIST-JOB-00470,AST-TRD-0252,SEC-NDLS-GZB-UP,TRD,CANTILEVER_ADJUSTMENT,3,0.845,1560,123,1,1,130,25.5,0,1.059,0.326,43,85,1.33
HIST-JOB-00471,AST-ENG-0037,SEC-GZB-ALJN-DN,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.689,1763,198,0,3,140,106.0,0,1.028,0.509,98,126,2.97
HIST-JOB-00472,AST-TRD-0270,SEC-NDLS-GZB-UP,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.684,944,275,1,1,130,25.5,0,0.917,0.537,48,76,3.27
HIST-JOB-00473,AST-TRD-0086,SEC-ALJN-CNB-UP,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.899,1760,64,1,1,130,302.0,0,0.889,0.385,45,58,1.79
HIST-JOB-00474,AST-ENG-0162,SEC-ALJN-CNB-UP,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.658,1704,268,0,0,130,302.0,0,0.674,0.62,86,121,4.23
HIST-JOB-00475,AST-TRD-0131,SEC-GZB-ALJN-UP,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.702,1384,321,1,1,140,106.0,0,0.698,0.501,64,98,2.88
HIST-JOB-00476,AST-S_A-0070,SEC-GZB-ALJN-DN,S_AND_T,POINT_MACHINE_MOTOR_OVERHAUL,5,0.5,1892,213,2,2,140,106.0,0,1.313,0.7,42,86,5.26
HIST-JOB-00477,AST-TRD-0285,SEC-NDLS-GZB-UP,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.98,1349,21,1,1,130,25.5,0,0.945,0.342,59,86,1.45
HIST-JOB-00478,AST-ENG-0120,SEC-NDLS-GZB-UP,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.852,214,245,0,0,130,25.5,0,0.5,0.342,40,50,1.45
HIST-JOB-00479,AST-TRD-0154,SEC-GZB-ALJN-UP,TRD,CANTILEVER_ADJUSTMENT,3,0.957,950,49,1,1,140,106.0,1,1.212,0.257,55,68,0.87
HIST-JOB-00480,AST-ENG-0062,SEC-ALJN-CNB-DN,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.966,1622,50,0,2,130,302.0,0,0.562,0.354,65,103,1.54
HIST-JOB-00481,AST-TRD-0277,SEC-ALJN-CNB-DN,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.563,106,334,1,1,130,302.0,0,0.805,0.587,33,65,3.83
HIST-JOB-00482,AST-ENG-0295,SEC-GZB-ALJN-UP,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.932,2117,123,0,0,140,106.0,0,0.758,0.318,36,59,1.27
HIST-JOB-00483,AST-ENG-0135,SEC-NDLS-GZB-DN,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.962,666,77,0,3,130,25.5,0,0.6,0.325,99,137,1.32
HIST-JOB-00484,AST-ENG-0250,SEC-GZB-ALJN-DN,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.582,2115,232,0,3,140,106.0,1,1.244,0.555,99,131,3.47
HIST-JOB-00485,AST-S_A-0058,SEC-ALJN-CNB-DN,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.804,1068,134,2,2,130,302.0,0,0.711,0.564,45,55,3.57
HIST-JOB-00486,AST-S_A-0180,SEC-GZB-ALJN-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.687,1556,188,2,2,140,106.0,0,1.188,0.533,31,45,3.22
HIST-JOB-00487,AST-S_A-0028,SEC-ALJN-CNB-UP,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.881,1016,112,2,0,130,302.0,0,1.046,0.304,20,38,1.17
HIST-JOB-00488,AST-TRD-0012,SEC-ALJN-CNB-UP,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.863,664,157,1,1,130,302.0,1,0.866,0.406,46,70,1.97
HIST-JOB-00489,AST-TRD-0299,SEC-NDLS-GZB-DN,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.553,1119,290,1,1,130,25.5,1,0.989,0.54,47,87,3.3
HIST-JOB-00490,AST-ENG-0005,SEC-GZB-ALJN-UP,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.909,757,40,0,2,140,106.0,0,1.043,0.506,53,104,2.93
HIST-JOB-00491,AST-ENG-0261,SEC-GZB-ALJN-DN,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.874,1535,65,0,3,140,106.0,0,0.803,0.455,89,137,2.42
HIST-JOB-00492,AST-ENG-0012,SEC-GZB-ALJN-UP,ENGINEERING,BALLAST_CLEANING_BCM,3,0.609,2045,315,0,3,140,106.0,0,1.06,0.471,116,162,2.58
HIST-JOB-00493,AST-ENG-0155,SEC-NDLS-GZB-DN,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.526,2066,211,0,2,130,25.5,0,1.188,0.684,63,110,5.05
HIST-JOB-00494,AST-TRD-0144,SEC-ALJN-CNB-UP,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.885,1189,41,1,1,130,302.0,0,0.952,0.345,32,72,1.47
HIST-JOB-00495,AST-TRD-0117,SEC-NDLS-GZB-DN,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.965,622,54,1,1,130,25.5,0,0.864,0.336,52,76,1.4
HIST-JOB-00496,AST-S_A-0106,SEC-NDLS-GZB-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.853,685,228,2,2,130,25.5,0,0.699,0.396,39,49,1.89
HIST-JOB-00497,AST-ENG-0290,SEC-ALJN-CNB-UP,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.877,625,168,0,0,130,302.0,0,0.566,0.29,35,45,1.08
HIST-JOB-00498,AST-ENG-0016,SEC-GZB-ALJN-UP,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.666,337,295,0,0,140,106.0,1,0.504,0.591,76,133,3.88
HIST-JOB-00499,AST-TRD-0137,SEC-GZB-ALJN-DN,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.838,1181,87,1,1,140,106.0,1,1.206,0.42,66,94,2.1
HIST-JOB-00500,AST-TRD-0258,SEC-ALJN-CNB-UP,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.82,1011,128,1,1,130,302.0,0,0.883,0.402,47,59,1.94
HIST-JOB-00501,AST-S_A-0139,SEC-ALJN-CNB-DN,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.634,1647,261,2,0,130,302.0,0,0.906,0.522,45,55,3.1
HIST-JOB-00502,AST-S_A-0167,SEC-NDLS-GZB-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.913,890,114,2,2,130,25.5,0,1.024,0.4,41,55,1.92
HIST-JOB-00503,AST-S_A-0020,SEC-NDLS-GZB-DN,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.917,1618,170,2,0,130,25.5,0,0.611,0.234,34,51,0.73
HIST-JOB-00504,AST-ENG-0199,SEC-GZB-ALJN-DN,ENGINEERING,BALLAST_CLEANING_BCM,3,0.975,1931,31,0,3,140,106.0,0,1.365,0.239,103,162,0.76
HIST-JOB-00505,AST-ENG-0265,SEC-NDLS-GZB-DN,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.772,1307,156,0,2,130,25.5,0,0.936,0.506,53,112,2.93
HIST-JOB-00506,AST-ENG-0202,SEC-GZB-ALJN-DN,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.931,1910,56,0,0,140,106.0,0,1.063,0.267,39,49,0.93
HIST-JOB-00507,AST-S_A-0064,SEC-GZB-ALJN-UP,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.707,887,242,2,2,140,106.0,0,0.85,0.518,27,62,3.06
HIST-JOB-00508,AST-ENG-0082,SEC-NDLS-GZB-UP,ENGINEERING,TRACK_TAMPING_AND_ALIGNMENT,4,0.422,1900,334,0,3,130,25.5,0,1.119,0.695,98,144,5.19
HIST-JOB-00509,AST-S_A-0027,SEC-ALJN-CNB-UP,S_AND_T,TRACK_CIRCUIT_TUNING_AND_CALIBRATION,5,0.671,1432,299,2,2,130,302.0,1,0.687,0.639,31,50,4.47
HIST-JOB-00510,AST-S_A-0130,SEC-GZB-ALJN-UP,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.771,1327,238,2,2,140,106.0,0,0.64,0.476,28,40,2.63
HIST-JOB-00511,AST-ENG-0210,SEC-GZB-ALJN-DN,ENGINEERING,RAIL_WELD_ULTRASONIC_TESTING,4,0.669,83,321,0,0,140,106.0,0,0.706,0.535,52,74,3.24
HIST-JOB-00512,AST-S_A-0095,SEC-NDLS-GZB-UP,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.894,86,135,2,0,130,25.5,0,0.876,0.287,23,36,1.06
HIST-JOB-00513,AST-ENG-0056,SEC-NDLS-GZB-UP,ENGINEERING,RAIL_FASTENING_REPLACEMENT,3,0.621,192,351,0,0,130,25.5,0,0.961,0.431,24,41,2.2
HIST-JOB-00514,AST-S_A-0091,SEC-NDLS-GZB-DN,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.553,720,354,2,2,130,25.5,0,0.84,0.631,40,57,4.37
HIST-JOB-00515,AST-S_A-0034,SEC-ALJN-CNB-DN,S_AND_T,SIGNAL_LED_ASPECT_REPLACEMENT,3,0.867,441,163,2,0,130,302.0,0,0.5,0.292,30,52,1.09
HIST-JOB-00516,AST-TRD-0108,SEC-GZB-ALJN-DN,TRD,TRACTION_TRANSFORMER_OIL_TEST,4,0.834,611,72,1,1,140,106.0,0,1.479,0.397,58,76,1.9
HIST-JOB-00517,AST-ENG-0163,SEC-NDLS-GZB-UP,ENGINEERING,TURNOUT_SWITCH_RENEWAL,5,0.717,419,257,0,2,130,25.5,0,0.5,0.563,61,103,3.56
HIST-JOB-00518,AST-TRD-0093,SEC-ALJN-CNB-UP,TRD,CANTILEVER_ADJUSTMENT,3,0.909,1509,76,1,1,130,302.0,0,0.664,0.271,52,80,0.95
HIST-JOB-00519,AST-TRD-0213,SEC-ALJN-CNB-DN,TRD,INSULATOR_WASHING_AND_REPLACEMENT,4,0.98,544,22,1,1,130,302.0,0,0.959,0.28,38,74,1.01
HIST-JOB-00520,AST-S_A-0145,SEC-NDLS-GZB-UP,S_AND_T,AXLE_COUNTER_OUTDOOR_HEAD_TESTING,4,0.644,1427,189,2,2,130,25.5,1,1.098,0.518,28,62,3.06
HIST-JOB-00521,AST-TRD-0015,SEC-NDLS-GZB-UP,TRD,CANTILEVER_ADJUSTMENT,3,0.98,1386,13,1,1,130,25.5,0,0.894,0.272,55,84,0.96
HIST-JOB-00522,AST-ENG-0070,SEC-NDLS-GZB-DN,ENGINEERING,DE-STRESSING_CWR_TRACK,5,0.657,1413,183,0,0,130,25.5,0,1.148,0.59,73,130,3.87
HIST-JOB-00523,AST-S_A-0290,SEC-NDLS-GZB-DN,S_AND_T,INTERLOCKING_CABLE_MEGGERING,4,0.712,1432,246,2,0,130,25.5,0,0.632,0.499,48,64,2.86
HIST-JOB-00524,AST-TRD-0077,SEC-ALJN-CNB-UP,TRD,CROSSOVER_OHE_DROPPERS_MAINTENANCE,4,0.842,136,116,1,1,130,302.0,0,0.747,0.402,58,77,1.94
HIST-JOB-00525,AST-TRD-0162,SEC-NDLS-GZB-UP,TRD,CANTILEVER_ADJUSTMENT,3,0.745,739,302,1,1,130,25.5,1,0.871,0.378,46,87,1.74
